Team,Rank,Conference,D1_Games,Record,AdjOE,AdjDE,Avg_D1_Win_Chance,EFG_Pct,DEFG_Pct,TO_Pct,DTO_Pct,ORB_Pct,DRB_Pct,FTR,DFTR,Two_Pct,DTwo_Pct,Three_Pct,DThree_Pct,Three_Rate,DThree_Rate,ADJ_T,Wins_Above_Bubble
"Gonzaga1 seed,Finals",1,WCC,32,31-1,125.91,90.911,.97681,61.01,47.758,16.136,19.3133,30.199,23.830,35.865,25.743,63.91,47.075,36.844,32.7109,33.2275,33.765,73.59,+8.52
"Baylor1 seed,CHAMPS",2,B12,30,28-2,124.92,92.925,.96772,56.56,48.9118,16.554,24.44,37.35,30.6272,26.5295,31.3167,53.248,48.7129,41.31,32.9117,38.4159,34.376,67.7194,+6.75
"Houston2 seed,Final Four",3,Amer,32,28-4,119.16,91.312,.95543,50.4148,43.92,16.242,21.155,39.82,27.9168,31.3174,41.2329,49.0198,43.47,34.8114,29.915,42.255,37.7184,64.3324,+4.015
"Illinois1 seed, R32",4,B10,31,24-7,116.98,90.610,.94914,55.612,46.529,18.1125,16.1311,32.245,22.110,37.930,30.1142,55.414,45.120,37.230,32.9117,30.0319,32.638,70.575,+8.81
"Michigan1 seed,Elite Eight",5,B10,28,23-5,116.69,90.69,.94775,54.724,44.45,16.656,14.8336,29.6113,24.752,30.4200,24.326,53.543,42.63,38.113,32.283,33.9257,31.928,66.6247,+7.13
"Iowa2 seed, R32",6,B10,31,22-9,123.43,97.276,.93986,54.724,48.8114,13.31,16.1311,30.977,29.1219,32.0158,22.26,52.666,46.655,38.610,34.8231,39.8106,39.5254,69.895,+5.58
"USC6 seed,Elite Eight",7,P12,33,25-8,114.317,90.58,.93617,52.760,44.97,18.0120,16.9282,35.014,28.3186,36.357,24.123,52.274,42.12,36.064,33.3140,31.0309,35.196,66.8234,+5.57
"Colorado5 seed, R32",8,P12,32,23-9,115.713,92.523,.92918,52.469,47.966,17.178,19.8106,30.880,25.578,29.5227,29.1115,50.4135,46.868,37.328,33.3140,36.4200,35.196,66.1271,+4.99
"Alabama2 seed,Sweet Sixteen",9,SEC,33,26-7,111.932,89.73,.92779,51.790,45.816,18.6156,20.576,32.245,29.2223,28.8241,30.7158,50.7125,46.868,35.299,29.19,46.517,34.376,73.311,+6.94
"Florida St.4 seed,Sweet Sixteen",10,ACC,25,18-7,115.214,93.027,.921110,54.036,46.124,20.4250,19.5126,34.422,31.7299,32.4152,35.2263,52.763,44.511,37.621,32.598,34.9236,39.5254,69.699,+2.426
"Ohio St.2 seed, R64",11,B10,31,21-10,120.44,97.378,.920411,52.958,48.7108,15.515,14.7338,29.3118,27.0141,37.238,33.5216,52.274,47.282,36.064,34.0183,39.2130,38.4214,66.6244,+6.06
"Wisconsin9 seed, R32",12,B10,31,18-13,112.528,91.313,.916612,49.9174,47.966,13.63,17.3264,23.9277,25.267,26.2297,28.496,46.6284,46.655,36.552,33.5147,40.881,33.558,64.6318,+2.130
"Loyola Chicago8 seed,Sweet Sixteen",13,MVC,31,26-5,109.751,89.22,.915013,55.710,47.245,18.3137,21.549,27.1187,20.93,31.5171,22.710,57.25,46.346,35.488,32.598,37.1180,33.558,63.4335,+1.833
"Villanova5 seed,Sweet Sixteen",14,BE,25,18-7,118.57,96.869,.910714,53.248,51.0210,13.74,18.4190,27.7174,25.786,30.0210,25.640,53.445,50.7213,35.393,34.3203,44.830,40.5275,64.1326,+3.121
"Connecticut7 seed, R64",15,BE,23,15-8,114.118,93.530,.907915,49.0211,46.733,17.598,19.6121,37.44,29.5233,29.0239,36.8292,48.3231,45.831,33.5174,32.490,33.4269,33.351,65.2303,+2.031
"Texas Tech6 seed, R32",16,B12,29,18-11,111.931,91.918,.906316,49.4194,47.758,16.033,23.78,33.431,30.0252,37.930,35.6273,47.8250,45.528,35.393,34.2195,31.3305,38.2209,65.3295,+0.944
"San Diego St.6 seed, R64",17,MWC,28,23-5,111.235,91.515,.904317,52.469,47.554,16.761,22.422,30.199,24.339,33.2124,32.5196,50.4135,44.918,36.844,33.8169,40.493,45.9338,65.5291,+3.120
"UCLA11 seed,Final Four",18,P12,32,22-10,115.911,95.654,.902318,52.082,50.4187,15.723,17.5254,30.587,25.163,31.6165,28.292,50.3142,50.4197,37.230,33.7163,31.6300,37.7184,63.7332,+2.624
"Texas3 seed, R64",19,B12,27,19-8,112.725,93.128,.899619,52.958,46.020,20.7262,17.8238,31.172,27.5154,33.9107,35.9280,52.568,45.325,35.679,31.762,42.156,33.147,68.7143,+4.214
"West Virginia3 seed, R32",20,B12,29,19-10,116.110,96.565,.894120,48.9217,51.0210,16.866,21.057,35.98,31.1282,37.930,27.985,46.1294,51.5245,36.455,33.5147,33.1279,38.0201,69.2118,+3.022
"LSU8 seed, R32",21,SEC,29,19-10,119.85,99.5116,.893921,52.373,48.597,15.618,17.9224,31.466,32.1312,34.0103,29.8135,52.471,51.3240,34.7123,30.017,37.0185,44.0327,70.379,+2.328
"Virginia4 seed, R64",22,ACC,25,18-7,113.720,94.540,.893822,55.414,48.073,15.07,15.2332,22.7307,22.614,21.7343,24.730,54.923,46.242,37.523,33.9177,42.746,37.5176,59.7347,+3.518
Memphis,23,Amer,28,20-8,104.6120,87.01,.893123,50.9121,44.45,21.7308,22.034,33.530,23.728,32.7143,35.3267,48.9203,46.242,36.358,27.72,36.1214,39.4249,71.540,-1.172
"Creighton5 seed,Sweet Sixteen",24,BE,31,22-9,112.626,93.632,.892924,55.018,47.039,15.723,17.9224,24.6255,28.3186,25.7310,25.538,55.711,46.761,36.162,31.762,43.640,39.3244,68.6144,+3.319
