Team,Rank,Conference,D1_Games,Record,AdjOE,AdjDE,Avg_D1_Win_Chance,EFG_Pct,DEFG_Pct,TO_Pct,DTO_Pct,ORB_Pct,DRB_Pct,FTR,DFTR,Two_Pct,DTwo_Pct,Three_Pct,DThree_Pct,Three_Rate,DThree_Rate,ADJ_T,Wins_Above_Bubble
"Houston1 seed, ✅",1,B12,34,30-4,124.89,88.01,.98231,52.788,44.94,14.625,21.717,36.115,29.3157,28.2315,34.1211,49.0267,43.95,39.82,30.933,34.5296,43.1306,61.4360,+11.62
"Duke1 seed, ✅",2,ACC,34,31-3,128.52,91.34,.98072,57.45,44.53,14.419,17.7134,35.235,26.536,32.1201,25.421,58.08,43.43,37.720,30.933,45.451,37.9142,65.7267,+9.65
"Auburn1 seed, ✅",3,SEC,33,28-5,129.01,93.712,.97563,55.725,46.011,13.46,17.4155,34.351,30.3211,33.5166,39.2312,56.130,47.241,36.839,29.25,40.6138,34.850,67.8143,+12.51
"Florida1 seed, ✅",4,SEC,34,30-4,127.73,94.013,.97134,55.037,45.36,15.036,17.0184,38.18,28.8126,32.6188,33.0176,56.427,45.914,35.583,29.67,43.673,37.3120,69.564,+11.13
"Alabama2 seed, ✅",5,SEC,33,25-8,127.64,96.428,.96215,56.314,47.950,16.7149,13.5348,34.739,29.2149,40.125,33.9206,59.74,48.892,35.0107,30.829,46.241,35.156,74.61,+9.84
"Tennessee2 seed, ✅",6,SEC,34,27-7,119.319,91.13,.95706,52.884,44.41,16.095,17.8126,35.428,30.1202,35.4110,29.485,54.166,46.729,34.0164,27.81,43.082,45.1340,63.8336,+9.36
"Texas Tech3 seed, ✅",7,B12,33,25-8,126.06,96.732,.95467,55.527,48.053,14.830,17.4155,34.351,28.5108,29.7280,33.5196,54.363,48.269,37.919,31.761,44.659,34.129,65.6273,+5.811
"Iowa St.3 seed, ✅",8,B12,33,24-9,118.920,92.38,.94818,54.644,48.463,16.9159,21.814,32.2107,28.4102,38.540,28.974,55.144,47.550,35.867,33.2130,36.9230,40.7246,68.5106,+5.414
"Arizona4 seed, ✅",9,B12,34,22-12,123.910,96.530,.94699,52.983,48.674,16.2108,16.6212,35.919,28.5108,36.671,29.280,55.144,47.241,32.4247,33.6168,34.6291,41.9284,69.952,+5.415
"Maryland4 seed, ✅",10,B10,33,25-8,117.828,92.06,.944910,53.857,47.025,14.523,20.238,31.0146,27.255,32.9180,25.926,52.7114,47.653,37.228,30.725,35.5270,35.881,69.854,+4.622
"Gonzaga8 seed, ✅",11,WCC,33,25-8,123.312,96.429,.944111,55.725,47.537,13.24,18.2103,32.795,26.434,30.9245,28.667,57.810,49.1106,34.4145,30.215,33.5313,40.6242,70.147,+2.733
"Wisconsin3 seed, ✅",12,B10,35,26-9,122.414,96.126,.941812,53.663,47.950,14.117,14.5331,28.0237,26.641,33.8153,28.155,54.750,46.832,34.9117,33.0123,48.118,39.1189,67.5163,+5.910
"Michigan St.2 seed, ✅",13,B10,33,27-6,116.837,91.85,.941013,51.2147,46.112,16.6137,16.4228,35.331,24.68,37.847,33.1182,53.685,49.1106,30.8325,27.92,32.7329,41.4273,67.9139,+7.88
"BYU6 seed, ✅",14,B12,33,24-9,125.47,99.153,.937714,57.27,50.6164,17.6207,17.2174,33.376,26.130,30.2269,29.589,58.66,49.3114,37.132,34.8242,48.315,44.4329,67.2180,+4.821
"St. John's2 seed, ✅",15,BE,34,30-4,112.670,89.12,.936415,49.7238,46.619,15.666,21.912,37.39,28.9131,30.2269,30.4112,51.5154,45.811,30.4337,31.864,30.3346,40.8250,70.150,+7.87
"Missouri6 seed, ✅",16,SEC,33,22-11,127.05,100.875,.934416,56.218,50.7170,15.244,20.043,33.766,32.2296,46.82,35.3238,56.720,51.1186,37.034,33.4154,41.5117,38.2155,68.1124,+3.030
"Kentucky3 seed, ✅",17,SEC,33,22-11,123.911,98.749,.931517,56.019,50.4151,15.244,14.0340,28.7221,25.925,35.993,31.0125,55.933,53.7289,37.425,30.829,41.7113,43.5316,70.922,+5.612
"Purdue4 seed, ✅",18,B10,33,22-11,125.08,100.068,.928918,56.314,52.0240,15.666,17.8126,31.0146,29.9185,34.6130,31.0125,55.537,56.4348,38.59,30.725,38.1191,42.7299,65.0294,+4.323
"Louisville8 seed, ✅",19,ACC,34,27-7,118.325,94.716,.928819,53.471,49.296,16.5132,18.690,32.2107,27.255,34.5133,26.836,57.019,48.374,33.0212,33.7172,48.118,39.7208,68.892,+5.513
