Team,Rank,Conference,D1_Games,Record,AdjOE,AdjDE,Avg_D1_Win_Chance,EFG_Pct,DEFG_Pct,TO_Pct,DTO_Pct,ORB_Pct,DRB_Pct,FTR,DFTR,Two_Pct,DTwo_Pct,Three_Pct,DThree_Pct,Three_Rate,DThree_Rate,ADJ_T,Wins_Above_Bubble
"Louisville4 seed,Sweet Sixteen",1,Amer,37,31-6,119.410,88.22,.97001,53.530,43.95,15.323,25.02,37.123,32.7243,41.2144,38.4130,52.725,44.336,36.870,28.62,35.1111,30.072,66.869,+5.415
"Arizona1 seed,Elite Eight",2,P12,38,33-5,116.719,88.11,.96232,51.773,42.31,15.730,19.1115,36.428,27.316,41.0153,34.254,50.776,40.22,36.477,32.057,26.4324,26.514,62.3283,+9.52
"Florida1 seed,Final Four",3,SEC,39,36-3,116.420,89.13,.95603,52.259,45.427,17.5110,21.324,35.344,28.033,42.4103,31.221,51.358,43.519,35.996,33.093,34.6123,31.3117,61.1325,+11.81
"Virginia1 seed,Sweet Sixteen",4,ACC,37,30-7,115.226,90.25,.94294,50.8116,44.27,16.559,18.4162,33.986,25.86,42.0117,32.535,49.0151,42.17,36.967,32.365,29.7250,33.5195,59.2345,+8.24
"Wisconsin2 seed,Final Four",5,B10,38,30-8,123.24,96.738,.94225,53.332,47.276,12.72,15.3325,28.1275,27.417,42.7100,27.13,51.358,45.974,37.655,34.1149,39.144,25.36,62.0296,+8.06
"Duke3 seed, R64",6,ACC,35,26-9,126.41,99.471,.94106,53.826,49.3150,14.610,18.5155,35.247,31.3169,38.8217,40.8179,50.395,50.3236,39.511,30.720,39.738,24.14,64.7163,+6.512
"Tennessee11 seed,Sweet Sixteen",7,SEC,36,23-13,118.713,94.017,.93587,49.8159,46.554,16.870,16.9257,39.75,27.519,41.8124,31.525,50.682,44.543,31.9280,34.5173,30.6233,27.728,61.1323,+0.4155
"Michigan St.4 seed,Elite Eight",8,B10,38,29-9,120.16,96.032,.92978,54.514,45.835,17.4105,17.7216,32.9115,27.519,33.7321,40.3169,52.141,43.519,39.215,33.2103,36.386,36.9305,64.3191,+7.010
"Wichita St.1 seed, R32",9,MVC,35,34-1,117.018,93.613,.92889,52.447,44.718,16.249,18.2176,35.051,26.28,46.941,35.776,52.332,43.624,35.0136,31.130,36.780,35.8274,63.1248,+8.25
"Michigan2 seed,Elite Eight",10,B10,37,28-9,125.53,100.689,.927010,55.78,49.4153,14.815,17.1243,29.4241,30.5127,34.9302,26.72,52.725,50.2234,40.24,31.849,40.132,31.1108,60.6333,+7.78
"Kansas2 seed, R32",11,B12,35,25-10,119.78,96.335,.924111,54.217,47.173,19.1238,16.4286,37.319,28.858,48.332,45.5279,55.56,44.336,34.0181,35.5239,28.7269,31.5121,66.292,+6.911
"Villanova2 seed, R32",12,BE,34,29-5,115.723,93.111,.923912,53.629,46.349,17.398,20.058,32.6126,28.754,44.566,38.6136,53.813,43.012,35.6114,35.3227,44.87,33.0177,65.6117,+8.43
"Pittsburgh9 seed, R32",13,ACC,36,26-10,117.717,94.720,.923813,50.7117,46.760,16.353,19.2106,37.221,29.065,44.369,36.492,50.1101,45.561,35.1129,32.673,26.9312,33.5195,61.8303,+4.222
"Connecticut7 seed,CHAMPS",14,Amer,40,32-8,113.049,92.09,.914414,51.582,44.615,17.398,19.679,30.4206,32.8249,38.3233,35.776,48.1195,42.28,38.724,33.093,34.3137,32.6161,62.8262,+4.817
"UCLA4 seed,Sweet Sixteen",15,P12,37,28-9,119.69,97.346,.914115,54.120,49.9177,14.58,20.346,29.8231,28.647,38.2235,35.776,53.020,48.6171,38.041,34.4170,27.5299,41.6348,68.233,+4.618
"Syracuse3 seed, R32",16,ACC,34,28-6,114.731,93.512,.912916,48.2227,48.0108,14.815,21.915,38.111,31.5180,38.2235,36.797,47.7212,45.561,33.1220,34.5173,27.0309,40.5342,59.5343,+7.97
"Creighton3 seed, R32",17,BE,35,27-8,125.72,102.6126,.911517,58.91,48.5120,15.018,14.8342,27.7284,27.825,33.9316,33.039,56.32,47.0113,41.41,34.2156,44.68,34.5231,63.4235,+5.714
"Ohio St.6 seed, R64",18,B10,35,25-10,108.9108,89.24,.908218,50.3134,45.223,17.287,21.915,29.6237,29.692,42.3108,29.89,51.164,45.974,32.4263,29.35,32.9171,31.6124,63.4239,+4.520
"Iowa11 seed, R68",19,B10,33,20-13,121.75,99.977,.905819,51.1104,47.482,15.938,18.8135,37.617,29.065,45.354,35.469,50.682,47.3120,35.0136,31.747,27.5299,37.3311,68.919,+1.247
"Gonzaga8 seed, R32",20,WCC,35,28-7,114.239,94.016,.904520,55.210,44.615,17.4105,17.4231,30.6197,29.587,41.2144,38.6136,53.617,43.316,39.017,31.849,32.7173,31.2112,64.5173,+4.024
"Oklahoma St.9 seed, R64",21,B12,34,21-13,116.221,95.528,.904421,52.447,46.349,14.711,20.058,28.0279,32.0215,49.721,41.0185,51.358,45.050,36.477,32.780,33.8152,33.0177,67.358,+1.442
"Kentucky8 seed,Finals",22,SEC,40,29-11,117.716,96.941,.903322,49.9149,46.040,18.1150,16.1301,42.01,29.796,51.811,36.898,50.0102,44.947,33.2214,32.263,27.6294,30.380,63.9211,+4.025
"San Diego St.4 seed,Sweet Sixteen",23,MWC,34,29-5,110.091,91.38,.894623,46.7285,44.49,15.222,20.637,36.131,29.484,45.156,32.434,45.1303,43.519,34.2173,30.823,25.6331,30.486,62.0295,+6.113
"VCU5 seed, R64",24,A10,35,26-9,108.8109,90.56,.893224,47.9243,47.897,17.287,25.61,34.954,30.8141,35.2298,39.7157,45.6287,48.8175,34.9142,30.312,33.9149,30.072,68.822,+3.727
"Iowa St.3 seed,Sweet Sixteen",25,B12,36,28-8,119.111,99.572,.887425,54.217,47.793,14.58,15.9308,28.8261,28.543,36.4277,30.717,54.49,46.078,35.8101,34.1149,37.565,33.5195,69.714,+7.59

"Baylor6 seed,Sweet Sixteen",26,B12,36,24-12,119.77,100.281,.885726,51.390,48.7125,17.8131,15.8315,40.13,32.0215,44.859,32.333,48.3182,46.491,38.041,35.6246,34.3137,32.8170,60.9327,+3.131
"North Carolina6 seed, R32",27,ACC,34,24-10,113.941,95.424,.884927,49.9149,47.068,16.973,19.399,38.111,31.3169,42.997,41.4197,49.7114,46.7101,33.6197,31.747,21.1349,34.1219,68.921,+4.321
"Oklahoma5 seed, R64",28,B12,33,23-10,118.712,100.280,.875928,51.773,49.7168,15.730,17.8208,32.4131,30.4122,39.4196,38.5133,48.7165,48.8175,37.946,34.2156,37.074,34.9245,69.615,+4.123
"Cincinnati5 seed, R64",29,Amer,34,27-7,109.2104,92.210,.875729,47.7248,44.819,17.4105,22.412,39.18,32.3229,38.7222,36.081,46.6256,43.213,33.5201,32.057,30.9221,32.6161,61.5312,+5.416
"Oregon7 seed, R32",30,P12,34,24-10,118.714,100.791,.868830,53.530,49.1140,16.143,18.9127,32.2141,31.9213,43.880,47.8301,51.068,49.4197,38.922,32.466,33.7155,32.0139,67.355,+2.733
"New Mexico7 seed, R64",31,MWC,34,27-7,113.447,96.336,.867531,51.1104,45.021,15.938,14.9339,32.5129,28.240,46.742,31.323,51.746,41.13,33.2214,34.8195,32.0192,35.0250,64.2196,+4.519
SMU,32,Amer,37,27-10,110.974,94.418,.864932,52.838,44.819,20.2285,21.227,35.051,30.5127,43.880,38.7141,51.650,42.79,37.946,32.160,23.7345,39.1329,64.2194,+1.440
"Harvard12 seed, R32",33,Ivy,31,26-5,112.654,95.931,.863733,52.163,46.244,17.6119,21.129,32.3135,29.380,48.431,36.390,49.7114,44.947,38.626,32.780,28.6273,30.694,63.6225,+2.435
"Saint Joseph's10 seed, R64",34,A10,34,24-10,114.437,98.257,.851834,53.924,47.897,18.7198,15.3325,29.5239,27.825,43.685,30.615,52.332,46.078,37.946,34.2156,36.976,34.4230,63.9210,+2.236
Minnesota,35,B10,37,24-13,114.928,99.167,.846535,51.681,48.7125,18.1150,18.7144,31.4171,31.2160,39.7185,40.2163,50.682,47.1117,35.5119,34.4170,37.763,35.4260,63.0252,+0.553
"Texas7 seed, R32",36,B12,35,24-11,112.950,97.447,.845636,47.4260,46.554,17.5110,16.3295,39.66,30.2116,43.486,41.0185,46.9243,42.911,32.7241,35.2221,26.0330,36.0284,66.772,+3.729
"Memphis8 seed, R32",37,Amer,33,23-10,113.148,97.651,.844337,51.967,48.4117,18.6191,20.346,35.834,33.3269,39.5189,33.850,52.725,49.2189,33.0225,31.026,27.4303,28.952,67.553,+2.832
"Saint Louis5 seed, R32",38,A10,33,26-7,105.5173,91.17,.844338,49.6166,44.49,18.6191,21.031,28.8261,29.065,40.3171,35.675,50.590,44.441,31.7288,29.67,32.4183,25.67,65.5125,+3.926
"Kansas St.9 seed, R64",39,B12,33,20-13,108.4119,93.614,.843139,48.7209,45.325,18.5183,19.0120,34.759,33.2266,40.3171,45.4277,48.3182,45.974,33.1220,29.35,32.5180,31.2112,62.8260,+0.652
