Team,Rank,Conference,D1_Games,Record,AdjOE,AdjDE,Avg_D1_Win_Chance,EFG_Pct,DEFG_Pct,TO_Pct,DTO_Pct,ORB_Pct,DRB_Pct,FTR,DFTR,Two_Pct,DTwo_Pct,Three_Pct,DThree_Pct,Three_Rate,DThree_Rate,ADJ_T,Wins_Above_Bubble
"Maryland10 seed, R32",51,ACC,35,21-14,110.454,96.261,.828651,47.0245,48.1121,17.622,22.376,35.189,36.9311,28.0334,30.239,45.9253,46.081,33.3198,34.7193,27.7291,34.1215,66.8119,+0.1349
UAB,52,CUSA,34,22-12,108.473,94.642,.827452,51.477,47.9110,16.711,20.6166,28.3297,28.830,34.6211,30.443,51.844,47.5137,33.7177,32.567,34.9116,32.3144,66.7128,-0.4263
Auburn,53,SEC,35,23-12,107.189,93.635,.824753,50.3109,48.0115,18.550,23.052,31.1233,30.473,37.6141,37.0191,50.476,46.598,33.5188,33.5122,39.642,40.1328,68.463,-1.474
"Temple11 seed, R64",54,A10,34,22-12,108.278,94.845,.820554,51.186,46.349,19.281,18.1311,32.5174,29.544,28.7329,30.443,48.8133,43.428,36.764,34.8202,36.877,33.0175,63.8255,-0.3662
"VCU11 seed, R64",55,CAA,34,24-10,108.472,95.249,.816355,52.065,45.027,19.070,21.8102,32.1190,34.1230,36.7165,37.7202,50.476,42.417,36.958,33.7132,32.0194,31.4116,66.2143,-2.186
"Utah St.11 seed, R64",56,WAC,34,29-5,116.117,102.0170,.815756,55.74,47.386,18.240,17.0326,36.064,27.918,37.6141,30.443,54.010,44.338,39.513,36.3276,31.5210,29.660,60.2328,+2.630
Saint Mary's,57,WCC,33,26-7,110.552,97.471,.809657,49.8136,45.838,18.655,18.4298,39.318,29.958,39.971,29.224,49.893,44.033,33.3198,33.9151,34.5127,26.29,66.0150,+1.437
Penn St.,58,B10,38,27-11,111.644,98.695,.806258,51.283,49.2166,17.316,18.3303,32.7165,28.121,33.9230,23.12,49.4111,49.3224,36.180,32.778,38.355,38.0305,62.0308,+0.4246
Illinois St.,59,MVC,34,24-10,108.669,96.363,.799559,52.163,46.970,19.281,19.6225,33.2149,26.87,34.2223,31.053,48.6141,47.6140,38.035,30.417,41.423,36.2279,64.4227,-1.883
"Mississippi St.13 seed, R64",60,SEC,35,22-13,108.277,96.056,.799160,50.0125,44.717,19.9123,19.0268,31.2228,35.8283,41.148,29.527,47.4191,42.114,35.991,33.7132,39.740,30.591,67.494,-1.678
Nebraska,61,B12,31,18-13,102.8154,91.315,.796561,50.2118,49.5179,18.029,27.12,23.0340,32.9177,38.2123,39.5244,48.0164,48.6192,36.180,33.9151,36.386,38.0305,62.8285,-1.272
"Boston College7 seed, R64",62,ACC,34,22-12,113.430,100.7142,.795162,49.7142,47.492,19.7108,18.4298,40.67,37.1314,36.6169,34.8136,49.4111,46.7104,33.4194,32.884,32.5178,29.866,65.8159,+0.644
Creighton,63,MVC,35,27-8,111.049,98.8103,.791863,51.670,48.0115,18.029,23.532,28.9280,34.1230,39.876,37.6201,48.3150,46.081,38.035,34.6188,37.766,32.7160,67.782,+0.643
"Siena9 seed, R32",64,MAAC,35,27-8,110.356,98.287,.791464,51.089,49.2166,18.240,23.339,34.3109,34.9258,35.7192,24.43,51.549,48.4180,33.0217,33.9151,25.9315,32.5151,70.521,+0.2748
South Carolina,65,SEC,31,21-10,107.190,95.451,.791065,50.3109,48.0115,18.240,26.16,34.1117,36.7308,33.7238,36.7181,48.0164,47.4134,37.153,33.2107,29.2266,26.815,72.78,-0.1859
Northwestern,66,B10,31,17-14,110.850,98.798,.791066,52.651,49.6186,18.550,24.612,27.8308,35.8283,29.4324,36.5177,48.7137,48.5186,38.623,34.2164,42.220,39.7321,60.4326,-1.577
Tulsa,67,CUSA,35,24-11,104.8123,93.330,.790667,50.0125,43.65,21.8234,17.2325,34.0123,28.223,41.345,37.9209,49.6102,44.439,33.9166,27.81,31.1223,30.178,63.9250,+0.4945
Virginia Tech,68,ACC,34,19-15,110.257,98.592,.785268,49.0168,48.0115,19.598,18.5293,35.383,31.6122,40.952,33.296,48.4148,46.6102,33.7177,33.8141,31.8202,35.2248,65.6169,-1.781
Vanderbilt,69,SEC,31,19-12,106.996,95.754,.781469,50.994,45.838,22.1245,18.5293,33.7136,29.544,43.822,31.764,50.966,42.012,33.9166,35.7255,34.2136,33.4189,65.8162,-2.691
"Cleveland St.13 seed, R32",70,Horz,34,23-11,104.5130,93.534,.781070,46.9255,46.452,18.966,24.413,33.5138,33.8224,36.6169,37.7202,47.4191,45.263,30.4312,32.884,28.5279,30.284,63.8254,-1.373
Seton Hall,71,BE,31,16-15,110.651,99.2114,.779171,48.8174,47.7101,17.316,21.1135,31.6206,40.3341,33.4243,44.3307,48.6141,47.7143,32.9224,31.945,31.6208,30.178,68.466,-2.892
UNLV,72,MWC,32,21-11,105.4112,94.439,.779072,49.2160,48.4130,17.622,23.532,28.7285,32.0135,37.9130,34.3125,47.6183,46.185,34.5134,35.4243,40.037,32.2143,65.9156,-0.2460
N.C. State,73,ACC,30,16-14,113.827,102.3177,.773173,53.822,47.9110,21.6221,16.7333,35.772,32.9177,37.8137,28.318,52.530,47.0118,37.545,33.4116,33.1162,29.044,63.2272,+0.0051
Davidson,74,SC,34,26-8,103.0150,92.721,.771874,50.3109,45.027,17.521,23.629,33.8133,30.989,33.1255,41.4274,48.3150,43.124,35.698,32.460,38.949,33.9207,70.523,-1.068
Houston,75,CUSA,33,21-12,108.374,97.574,.771575,47.0245,46.452,13.91,21.7107,33.0153,35.0263,36.5173,32.580,46.4232,45.159,32.3246,32.884,29.0270,30.178,68.464,-2.490

Rhode Island,76,A10,34,23-11,112.635,101.5155,.766876,53.234,50.7244,18.864,21.1135,36.946,33.1194,34.1227,33.9118,51.158,51.3292,39.218,33.095,26.4309,32.6156,68.269,-1.271
Niagara,77,MAAC,35,26-9,108.279,97.676,.766377,47.6224,45.634,18.655,23.437,39.022,39.4336,41.247,32.886,48.3150,44.439,30.9307,32.460,39.345,29.866,68.853,-1.576
"Dayton11 seed, R32",78,A10,35,27-8,102.7156,92.722,.764378,47.0245,45.634,20.5166,22.285,37.631,30.167,38.2123,36.9188,46.0248,44.849,32.8229,31.231,29.4259,37.8300,64.8207,+1.339
Providence,79,BE,33,19-14,111.447,100.7141,.761179,50.6103,50.5234,19.8114,20.2188,36.946,36.1293,39.585,29.123,51.943,50.1254,32.1255,34.2164,35.2105,33.3186,71.912,-0.665
"North Dakota St.14 seed, R64",80,Sum,31,24-7,113.529,102.7185,.760180,54.218,49.8196,16.813,18.5293,32.5174,27.614,37.3154,29.731,51.549,48.5186,40.37,35.6250,30.5233,25.54,68.075,-0.766
Cincinnati,81,BE,31,17-14,108.570,99.1112,.740781,48.4197,47.281,20.8186,19.1257,39.416,34.7248,30.3311,35.3149,47.7179,46.8110,33.0217,32.253,37.960,31.9132,63.9251,-1.680
UTEP,82,CUSA,37,23-14,107.586,98.184,.739582,46.8259,48.6140,17.215,20.4176,33.0153,29.856,46.46,43.8304,46.7220,48.0152,31.2293,33.3111,28.4281,32.5151,70.522,-4.2102
"Northern Iowa12 seed, R64",83,MVC,33,22-11,109.466,100.0130,.738483,51.670,48.7143,18.550,17.0326,28.5293,26.76,41.939,31.868,51.549,46.392,34.4143,35.0219,37.271,37.9301,61.1318,-1.679
Green Bay,84,Horz,31,21-10,112.438,103.2192,.727284,51.670,47.9110,19.175,22.564,33.9129,37.3319,38.6108,38.0212,46.2243,47.1122,40.74,32.884,36.187,35.9270,64.9202,-2.188
Iowa,85,B10,32,15-17,107.783,99.0109,.725385,53.039,49.8196,21.6221,19.1257,28.2301,31.095,33.8234,32.070,51.647,48.0152,36.470,35.3239,48.34,35.9270,57.7343,-4.5108
Duquesne,86,A10,34,21-13,114.523,105.4246,.723086,54.515,52.1295,19.281,22.285,32.1190,35.9285,37.4150,33.8113,55.06,52.1312,35.991,34.8202,41.522,34.0212,69.436,-2.993
Vermont,87,AE,33,24-9,107.092,98.797,.717187,53.234,46.970,20.7179,22.854,32.4178,33.6217,45.312,36.3170,52.432,44.954,36.958,34.4175,27.5293,30.490,69.343,-3.798
Mississippi,88,SEC,31,16-15,111.148,102.4180,.716988,49.2160,48.8148,19.281,17.6321,35.674,34.9258,34.2223,36.9188,48.2157,48.8203,34.0162,32.671,34.6124,34.9238,66.6132,-4.3105
Georgia Tech,89,ACC,31,12-19,100.6202,92.825,.716289,47.9211,47.180,22.7276,21.995,34.798,32.2143,35.6195,38.0212,47.7179,46.392,32.3246,32.460,26.3311,33.5193,70.818,-7.2155
Texas Tech,90,B12,32,13-19,109.367,100.9145,.715890,50.3109,50.3225,19.7108,17.9318,28.1305,32.5159,37.6141,41.8281,47.9171,48.8203,36.958,35.6250,32.3185,32.3144,71.813,-5.4123
Alabama,91,SEC,30,16-14,106.4100,98.490,.711091,47.8215,46.764,20.8186,19.8206,38.127,36.0289,38.4115,31.764,47.2199,46.7104,33.0217,31.129,24.6325,35.0242,67.1104,-4.7112
"Western Kentucky12 seed, R32",92,SB,33,24-9,110.160,102.1173,.705492,52.456,49.5179,20.1141,19.7212,37.140,30.989,33.8234,31.357,49.989,48.2172,37.739,34.9210,37.468,32.1139,65.6167,-2.084
"Akron13 seed, R64",93,MAC,35,22-13,102.9153,95.653,.698293,48.1206,45.533,20.7179,26.44,34.3109,36.2295,36.2182,45.7320,46.9210,46.287,33.2204,29.46,39.938,33.1181,64.7215,-5.2120
George Mason,94,CAA,33,22-11,103.0147,96.057,.693094,49.8136,45.634,18.655,20.2188,34.1117,31.1102,33.0260,29.833,49.893,45.263,33.1214,30.925,29.7251,35.8268,62.6294,-3.596
Oral Roberts,95,Sum,30,15-15,102.0172,95.147,.690095,48.8174,47.386,20.7179,20.7159,35.575,31.1102,41.051,35.0142,49.989,45.671,30.8308,34.9210,30.2241,25.54,67.781,-7.1151
Old Dominion,96,CAA,35,25-10,104.7125,97.779,.688296,48.6186,47.492,19.493,20.7159,40.18,29.239,32.5274,26.411,48.5145,47.5137,32.6234,31.536,26.0313,36.5284,62.1306,-3.899
Nevada,97,WAC,33,20-13,105.6109,98.899,.683697,46.2280,47.698,17.420,19.7212,33.8133,31.6122,40.462,41.2270,46.8216,44.849,29.8319,36.8298,28.2285,27.016,66.7130,-4.6110
Virginia,98,ACC,28,10-18,102.6158,96.362,.674798,46.3273,49.1160,20.7179,19.7212,35.189,32.6167,32.2279,34.9139,45.9253,48.6192,31.6275,33.4116,29.4259,31.7126,67.397,-6.4133
Wright St.,99,Horz,33,20-13,99.9214,93.837,.673799,46.7262,44.615,19.9123,24.020,29.6265,34.6246,40.659,37.7202,45.7261,41.68,32.3246,33.095,35.498,38.0305,61.5312,-5.3121
Saint Joseph's,100,A10,32,17-15,104.9118,98.594,.6725100,48.7183,47.386,20.0133,19.0268,31.5211,33.1194,40.263,29.731,48.1161,45.878,33.4194,33.7132,28.2285,31.6122,64.0239,-6.3131

"Stephen F. Austin14 seed, R64",101,Slnd,28,20-8,95.2278,89.67,.6689101,47.4231,42.83,17.828,21.995,26.4323,28.324,29.0327,38.3218,47.8174,43.124,31.0301,27.92,31.5210,27.822,62.3300,-2.489
Oregon St.,102,P10,34,16-18,105.7107,100.0129,.6561102,52.845,51.9287,21.7229,19.7212,27.7310,32.0135,30.2312,29.426,52.629,52.1312,35.5100,34.4175,36.187,40.0327,57.8341,-5.0118
Miami OH,103,MAC,30,17-13,101.9174,96.465,.6536103,48.8174,46.970,21.6221,21.6113,31.2228,31.5118,34.6211,33.6106,48.3150,46.287,33.2204,32.253,31.9196,32.5151,60.5323,-4.4106
"Cal St. Northridge15 seed, R64",104,BW,30,16-14,102.4163,97.068,.6517104,51.670,48.5138,24.4320,23.727,36.656,32.2143,34.4217,42.5288,50.381,48.0152,36.180,32.884,33.6151,38.5311,71.814,-6.6138
La Salle,105,A10,31,18-13,105.1114,99.6124,.6483105,48.9170,48.4130,20.8186,18.7284,36.751,30.063,39.876,32.886,48.3150,46.392,33.5188,35.6250,28.4281,29.969,66.8122,-5.4122
Iowa St.,106,B12,32,15-17,102.5159,97.270,.6479106,50.3109,47.386,18.550,16.1339,23.2339,27.614,28.3332,28.116,49.1119,45.775,34.7131,33.6127,39.740,34.3219,64.0243,-5.7126
Portland,107,WCC,31,18-13,106.994,101.4153,.6464107,53.627,49.1160,21.3214,20.8152,33.5138,30.577,32.8267,47.7328,48.8133,49.3224,41.82,32.460,35.2105,32.6156,64.7211,-4.5109
St. John's,108,BE,34,16-18,102.3166,97.169,.6460108,46.2280,50.2219,22.0241,21.0143,38.127,32.4155,37.2156,35.5153,46.7220,48.0152,29.9316,36.9303,24.4327,30.284,65.6166,-4.4107
Oakland,109,Sum,35,22-13,112.931,107.3269,.6427109,54.317,51.2262,19.175,18.8277,35.092,34.9258,36.3181,28.420,53.614,48.4180,36.958,37.6324,35.3102,35.1245,65.0193,-4.1101
"Cornell14 seed, R64",110,Ivy,29,19-10,107.488,102.1172,.6420110,53.529,46.555,19.598,19.9197,32.6170,30.371,32.4276,33.9118,50.188,46.8110,40.29,30.520,33.3158,29.558,65.8160,-4.7111
Northeastern,111,CAA,32,19-13,104.5128,99.6122,.6362111,49.2160,48.1121,20.5166,22.854,33.1151,33.3207,38.5113,38.5225,48.3150,46.9115,34.0162,33.7132,34.4130,32.9172,60.2329,-4.7113
Richmond,112,A10,35,19-16,106.798,101.7163,.6329112,51.866,48.6140,18.029,22.376,28.7285,36.1293,33.3248,42.8291,52.139,48.0152,34.1158,33.3111,36.090,29.969,63.9245,-7.0147
Pacific,113,BW,33,20-13,107.982,102.9188,.6314113,53.822,49.8196,19.9123,20.4176,32.8162,30.167,35.3201,34.9139,51.158,47.3129,38.821,35.9266,37.468,38.1309,58.6337,-6.2130
"East Tennessee St.16 seed, R64",114,ASun,33,22-11,104.9119,100.3136,.6271114,50.7101,48.0115,18.966,22.760,32.1190,31.6122,39.585,32.477,50.868,46.9115,33.6184,33.095,29.2266,42.2342,70.325,-5.7127
"American14 seed, R64",115,Pat,32,24-8,104.2134,99.9128,.6181115,53.725,45.230,21.2210,20.8152,31.5211,29.650,31.8287,35.9161,52.236,43.022,37.447,33.095,38.157,33.4189,60.7321,-2.187
Bradley,116,MVC,36,21-15,105.1116,101.0149,.6125116,49.9131,49.6186,22.1245,22.760,33.5138,34.9258,44.518,34.5133,50.286,48.4180,32.8229,34.5178,35.992,36.7287,64.6218,-6.7140
Arkansas,117,SEC,30,14-16,104.9120,100.9146,.6097117,49.3156,51.3270,19.281,20.9148,33.9129,31.1102,37.3154,31.764,49.1119,48.8203,33.2204,36.9303,33.4156,36.9291,69.145,-6.8142
Evansville,118,MVC,30,16-14,103.3143,99.4115,.6087118,47.7220,50.2219,19.598,22.376,30.0261,30.063,45.312,35.6156,47.5188,49.1216,32.3246,34.7193,18.8344,35.5257,66.8120,-5.6125
Belmont,119,ASun,33,20-13,105.7108,101.9169,.6040119,52.942,49.8196,20.3153,22.376,32.4178,33.1194,33.9230,36.4175,52.727,50.2258,35.4103,32.778,48.43,34.7233,69.048,-6.9145
Wichita St.,120,MVC,33,16-17,103.2144,99.5120,.6036120,48.8174,50.2219,22.3257,20.8152,36.064,27.411,33.2253,40.4262,48.9129,48.0152,32.5239,36.2271,33.0164,33.5193,62.2303,-7.6162
Kent St.,121,MAC,33,18-15,102.5161,98.9107,.6004121,48.5189,46.555,19.175,23.921,32.4178,34.7248,34.5214,41.8281,48.0164,46.081,33.1214,31.639,29.7251,32.9172,66.2142,-6.9144
New Mexico St.,122,WAC,32,17-15,108.868,105.0240,.6000122,52.552,48.8148,18.864,20.6166,32.1190,37.9327,37.7140,35.4150,49.3114,48.0152,40.011,33.8141,29.9246,33.0175,69.534,-6.9143
Weber St.,123,BSky,30,20-10,102.4164,98.8105,.6000123,55.19,48.4130,21.6221,20.1191,23.6338,27.210,40.757,37.0191,53.614,47.6140,38.229,33.3111,40.732,34.9238,67.0109,-3.697
Buffalo,124,MAC,33,21-12,101.1187,97.677,.5987124,46.4268,48.7143,21.3214,22.470,38.226,28.324,35.4197,36.3170,44.5287,47.3129,34.4143,34.5178,27.1300,30.7100,64.9203,-4.2103
TCU,125,MWC,30,13-17,101.5182,98.286,.5928125,48.0209,51.7283,21.1201,21.8102,28.3297,27.512,38.6108,37.7202,47.9171,52.2317,32.1255,33.9151,35.3102,34.3219,63.5263,-7.4158

