Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,73,UConn,9,61
Maryland,5,73,Hawaii,13,60
Miami (FL),3,65,Wichita State,11,57
Villanova,2,87,Iowa,7,68
