Team1,Seed1,Score1,Team2,Seed2,Score2
Houston,1,63,Northern Kentucky,16,52
Auburn,9,83,Iowa,8,75
Miami (FL),5,63,Drake,12,56
Indiana,4,71,Kent State,13,60
Pitt,11,59,Iowa State,6,41
Xavier,3,72,Kennesaw State,14,67
Penn State,10,76,Texas A&M,7,59
Texas,2,81,Colgate,15,61
