Team1,Seed1,Score1,Team2,Seed2,Score2
Pitt,1,84,Oklahoma State,8,76
Xavier,4,60,Wisconsin,12,49
Villanova,3,89,UCLA,6,69
Duke,2,74,Texas,7,69
