Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,88,Iona,16,73
Washington,9,78,Utah State,8,61
Auburn,5,78,New Mexico State,12,77
Kansas,4,87,Northeastern,13,53
Ohio State,11,62,Iowa State,6,59
Houston,3,84,Georgia State,14,55
Wofford,7,84,Seton Hall,10,68
Kentucky,2,79,Abilene Christian,15,44
