Team1,Seed1,Score1,Team2,Seed2,Score2
UConn,1,91,Stetson,16,52
Northwestern,9,77,Florida Atlantic,8,65
San Diego State,5,69,UAB,12,65
Yale,13,78,Auburn,4,76
Duquesne,11,71,BYU,6,67
Illinois,3,85,Morehead State,14,69
Washington State,7,66,Drake,10,61
Iowa State,2,82,South Dakota State,15,65
