Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,81,Western Kentucky,16,66
Iowa State,8,77,UConn,9,64
VCU,12,62,Wichita State,5,59
Indiana,4,79,New Mexico State,13,66
Colorado,11,68,UNLV,6,64
Baylor,3,68,South Dakota State,14,60
Xavier,10,67,Notre Dame,7,63
Lehigh,15,75,Duke,2,70
