Team1,Seed1,Score1,Team2,Seed2,Score2
Pitt,1,72,ETSU,16,62
Oklahoma State,8,77,Tennessee,9,75
Wisconsin,12,61,Florida State,5,59
Xavier,4,77,Portland State,13,59
UCLA,6,65,VCU,11,64
Villanova,3,80,American,14,67
Texas,7,76,Minnesota,10,62
Duke,2,86,Binghamton,15,62
