Team1,Seed1,Score1,Team2,Seed2,Score2
Kentucky,1,87,Iowa State,8,71
Indiana,4,63,VCU,12,61
Baylor,3,80,Colorado,11,63
Xavier,10,70,Lehigh,15,58
