Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,86,Eastern Kentucky,16,65
Michigan State,9,61,Marquette,8,49
USC,5,77,Arkansas,12,60
Texas,4,79,New Mexico State,13,67
Vanderbilt,6,77,George Washington,11,44
Washington State,3,70,Oral Roberts,14,54
Boston College,7,84,Texas Tech,10,75
Georgetown,2,80,Belmont,15,55
