Team1,Seed1,Score1,Team2,Seed2,Score2
Gonzaga,1,82,Memphis,9,78
Arkansas,4,53,New Mexico State,12,48
Texas Tech,3,59,Notre Dame,11,53
Duke,2,85,Michigan State,7,76
