Team1,Seed1,Score1,Team2,Seed2,Score2
Louisville,1,74,Morehead State,16,54
Siena,9,74,Ohio State,8,72
Arizona,12,84,Utah,5,71
Cleveland State,13,84,Wake Forest,4,69
Dayton,11,68,West Virginia,6,60
Kansas,3,84,North Dakota State,14,74
USC,10,72,Boston College,7,55
Michigan State,2,77,Robert Morris,15,62
