Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,90,Lehigh,16,74
Northern Iowa,9,69,UNLV,8,66
Michigan State,5,70,New Mexico State,12,67
Maryland,4,89,Houston,13,77
Tennessee,6,62,San Diego State,11,59
Ohio,14,97,Georgetown,3,83
Georgia Tech,10,64,Oklahoma State,7,59
Ohio State,2,68,UCSB,15,51
