Team1,Seed1,Score1,Team2,Seed2,Score2
UConn,1,103,Chattanooga,16,47
Texas A&M,9,79,BYU,8,66
Purdue,5,61,Northern Iowa,12,56
Washington,4,71,Mississippi State,13,58
Marquette,6,58,Utah State,11,57
Missouri,3,78,Cornell,14,59
Maryland,10,84,California,7,71
Memphis,2,81,Cal State Northridge,15,70
