Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,70,UNC,8,58
Michigan,4,78,VCU,5,53
Florida,3,78,Minnesota,11,64
Florida Gulf Coast,15,81,San Diego State,7,71
