Team1,Seed1,Score1,Team2,Seed2,Score2
Villanova,1,76,Mount St. Mary's,16,56
Wisconsin,8,84,Virginia Tech,9,74
Virginia,5,76,UNC Wilmington,12,71
Florida,4,80,ETSU,13,65
USC,11,66,SMU,6,65
Baylor,3,91,New Mexico State,14,73
South Carolina,7,93,Marquette,10,73
Duke,2,87,Troy,15,65
