Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,88,Kentucky,8,76
Southern Illinois,4,63,Virginia Tech,5,48
Pitt,3,84,VCU,11,79
UCLA,2,54,Indiana,7,49
