Team1,Seed1,Score1,Team2,Seed2,Score2
Baylor,1,79,Hartford,16,55
Wisconsin,9,85,UNC,8,62
Villanova,5,73,Winthrop,12,63
North Texas,13,78,Purdue,4,69
Texas Tech,6,65,Utah State,11,53
Arkansas,3,85,Colgate,14,68
Florida,7,75,Virginia Tech,10,70
Oral Roberts,15,75,Ohio State,2,72
