Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,83,Seton Hall,8,79
Clemson,5,84,Auburn,4,53
Syracuse,11,55,Michigan State,3,53
Duke,2,87,Rhode Island,7,62
