Team1,Seed1,Score1,Team2,Seed2,Score2
Purdue,1,78,Grambling,16,50
Utah State,8,88,TCU,9,72
Gonzaga,5,86,McNeese State,12,65
Kansas,4,93,Samford,13,89
Oregon,11,87,South Carolina,6,73
Creighton,3,77,Akron,14,60
Texas,7,56,Colorado State,10,44
Tennessee,2,83,St. Peter's,15,49
