Team1,Seed1,Score1,Team2,Seed2,Score2
Michigan State,1,65,Saint Louis,9,61
Louisville,4,59,New Mexico,5,56
Marquette,3,62,Murray State,6,53
Florida,7,84,Norfolk State,15,50
