Team1,Seed1,Score1,Team2,Seed2,Score2
Wichita State,9,76,Gonzaga,1,70
La Salle,13,76,Ole Miss,12,74
Arizona,6,74,Harvard,14,51
Ohio State,2,78,Iowa State,10,75
