Team1,Seed1,Score1,Team2,Seed2,Score2
Oregon,1,69,St. Joseph's,8,64
Duke,4,71,Yale,12,64
Texas A&M,3,92,Northern Iowa,11,88
Oklahoma,2,85,VCU,10,81
