Team1,Seed1,Score1,Team2,Seed2,Score2
Purdue,1,106,Utah State,8,67
Gonzaga,5,89,Kansas,4,68
Creighton,3,86,Oregon,11,73
Tennessee,2,62,Texas,7,58
