Team1,Seed1,Score1,Team2,Seed2,Score2
Northern Iowa,9,69,Kansas,1,67
Michigan State,5,85,Maryland,4,83
Tennessee,6,83,Ohio,14,68
Ohio State,2,75,Georgia Tech,10,66
