Team1,Seed1,Score1,Team2,Seed2,Score2
Virginia,1,63,Oklahoma,9,51
Oregon,12,73,UC-Irvine,13,54
Purdue,3,87,Villanova,6,61
Tennessee,2,83,Iowa,10,77
