Team1,Seed1,Score1,Team2,Seed2,Score2
Gonzaga,1,98,Norfolk State,16,55
Oklahoma,8,72,Missouri,9,68
Creighton,5,63,UCSB,12,62
Ohio,13,62,Virginia,4,58
USC,6,72,Drake,11,56
Kansas,3,93,Eastern Washington,14,84
Iowa,2,86,Grand Canyon,15,74
