Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,107,Niagara,16,67
Kentucky,8,67,Villanova,9,58
Virginia Tech,5,54,Illinois,12,52
Southern Illinois,4,61,Holy Cross,13,51
VCU,11,79,Duke,6,77
Pitt,3,79,Wright State,14,58
Indiana,7,70,Gonzaga,10,57
UCLA,2,70,Weber State,15,42
