Team1,Seed1,Score1,Team2,Seed2,Score2
Duke,1,84,Winthrop,16,37
Notre Dame,8,82,Charlotte,9,63
Indiana,5,75,Utah,12,56
UNC Wilmington,13,93,USC,4,89
California,6,82,Penn,11,75
Pitt,3,71,Central Connecticut,14,54
Kent State,10,69,Oklahoma State,7,61
Alabama,2,86,Florida Atlantic,15,78
