Team1,Seed1,Score1,Team2,Seed2,Score2
Duke,1,85,Robert Morris,16,56
San Diego State,8,76,St. John's (NY),9,64
Utah,5,57,Stephen F. Austin,12,50
Georgetown,4,84,Eastern Washington,13,74
UCLA,11,60,SMU,6,59
UAB,14,60,Iowa State,3,59
Iowa,7,83,Davidson,10,52
Gonzaga,2,86,North Dakota State,15,76
