Team1,Seed1,Score1,Team2,Seed2,Score2
Duke,1,77,UCF,9,76
Virginia Tech,4,67,Liberty,12,58
LSU,3,69,Maryland,6,67
Michigan State,2,70,Minnesota,10,50
