Team1,Seed1,Score1,Team2,Seed2,Score2
Syracuse,1,75,Kansas State,8,59
Wisconsin,4,60,Vanderbilt,5,57
Cincinnati,6,62,Florida State,3,56
Ohio State,2,73,Gonzaga,7,66
