Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,77,Vermont,16,58
Creighton,8,58,Alabama,9,57
South Florida,12,58,Temple,5,44
Ohio,13,65,Michigan,4,60
NC State,11,79,San Diego State,6,65
Georgetown,3,74,Belmont,14,59
Purdue,10,72,Saint Mary's,7,69
Kansas,2,65,Detroit Mercy,15,50
