Team1,Seed1,Score1,Team2,Seed2,Score2
Houston,1,86,Longwood,16,46
Texas A&M,9,98,Nebraska,8,83
James Madison,12,72,Wisconsin,5,61
Duke,4,64,Vermont,13,47
NC State,11,80,Texas Tech,6,67
Oakland,14,80,Kentucky,3,76
Colorado,10,102,Florida,7,100
Marquette,2,87,Western Kentucky,15,69
