Team1,Seed1,Score1,Team2,Seed2,Score2
Ohio State,1,78,Xavier,9,71
Tennessee,5,77,Virginia,4,74
Texas A&M,3,72,Louisville,6,69
Memphis,2,78,Nevada,7,62
