Team1,Seed1,Score1,Team2,Seed2,Score2
Ohio State,1,78,Central Connecticut,16,57
Xavier,9,79,BYU,8,77
Tennessee,5,121,Long Beach State,12,86
Virginia,4,84,Albany (NY),13,57
Louisville,6,78,Stanford,11,58
Texas A&M,3,68,Penn,14,52
Nevada,7,77,Creighton,10,71
Memphis,2,73,North Texas,15,58
