Team1,Seed1,Score1,Team2,Seed2,Score2
Virginia,1,71,Gardner-Webb,16,56
Oklahoma,9,95,Ole Miss,8,72
Oregon,12,72,Wisconsin,5,54
UC-Irvine,13,70,Kansas State,4,64
Villanova,6,61,Saint Mary's,11,57
Purdue,3,61,Old Dominion,14,48
Iowa,10,79,Cincinnati,7,72
Tennessee,2,77,Colgate,15,70
