Team1,Seed1,Score1,Team2,Seed2,Score2
Florida,1,67,Albany (NY),16,55
Pitt,9,77,Colorado,8,48
Stephen F. Austin,12,77,VCU,5,75
UCLA,4,76,Tulsa,13,59
Dayton,11,60,Ohio State,6,59
Syracuse,3,77,Western Michigan,14,53
Stanford,10,58,New Mexico,7,53
Kansas,2,80,Eastern Kentucky,15,69
