Team1,Seed1,Score1,Team2,Seed2,Score2
UNC,1,72,Arkansas,8,65
Butler,4,74,Middle Tennessee,12,65
UCLA,3,79,Cincinnati,6,67
Kentucky,2,65,Wichita State,10,62
