Team1,Seed1,Score1,Team2,Seed2,Score2
Duke,1,85,North Dakota State,16,62
UCF,9,73,VCU,8,58
Liberty,12,80,Mississippi State,5,76
Virginia Tech,4,66,Saint Louis,13,52
Maryland,6,79,Belmont,11,77
LSU,3,79,Yale,14,74
Minnesota,10,86,Louisville,7,76
Michigan State,2,76,Bradley,15,65
