Team1,Seed1,Score1,Team2,Seed2,Score2
Syracuse,1,87,Gonzaga,8,65
Butler,5,54,Murray State,13,52
Xavier,6,71,Pitt,3,68
Kansas State,2,84,BYU,7,72
