Team1,Seed1,Score1,Team2,Seed2,Score2
UCLA,1,70,Mississippi Valley State,16,29
Texas A&M,9,67,BYU,8,62
Western Kentucky,12,101,Drake,5,99
San Diego,13,70,UConn,4,69
Purdue,6,90,Baylor,11,79
Xavier,3,73,Georgia,14,61
West Virginia,7,75,Arizona,10,65
Duke,2,71,Belmont,15,70
