Team1,Seed1,Score1,Team2,Seed2,Score2
Baylor,1,85,Norfolk State,16,49
UNC,8,95,Marquette,9,63
Saint Mary's,5,82,Indiana,12,53
UCLA,4,57,Akron,13,53
Texas,6,81,Virginia Tech,11,73
Purdue,3,78,Yale,14,56
Murray State,7,92,San Francisco,10,87
St. Peter's,15,85,Kentucky,2,79
