Team1,Seed1,Score1,Team2,Seed2,Score2
Arizona,1,87,Wright State,16,70
TCU,9,69,Seton Hall,8,42
Houston,5,82,UAB,12,68
Illinois,4,54,Chattanooga,13,53
Michigan,11,75,Colorado State,6,63
Tennessee,3,88,Longwood,14,56
Ohio State,7,54,Loyola (IL),10,41
Villanova,2,80,Delaware,15,60
