Team1,Seed1,Score1,Team2,Seed2,Score2
Baylor,1,76,Wisconsin,9,63
Villanova,5,84,North Texas,13,61
Arkansas,3,68,Texas Tech,6,66
Oral Roberts,15,81,Florida,7,78
