Team1,Seed1,Score1,Team2,Seed2,Score2
Xavier,1,102,Texas Southern,16,83
Florida State,9,67,Missouri,8,54
Ohio State,5,81,South Dakota State,12,73
Gonzaga,4,68,UNC Greensboro,13,64
Houston,6,67,San Diego State,11,65
Michigan,3,61,Montana,14,47
Texas A&M,7,73,Providence,10,69
UNC,2,84,Lipscomb,15,66
