Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,75,UNLV,8,56
Villanova,12,84,Siena,13,72
Wisconsin,3,72,Kansas State,11,55
Davidson,10,74,Georgetown,2,70
