Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,86,Stanford,8,63
Illinois,4,72,Creighton,12,60
Texas,6,68,Mississippi State,3,64
Oregon,2,92,Wake Forest,7,87
