Team1,Seed1,Score1,Team2,Seed2,Score2
UCLA,1,51,Texas A&M,9,49
Western Kentucky,12,72,San Diego,13,63
Xavier,3,85,Purdue,6,78
West Virginia,7,73,Duke,2,67
