Team1,Seed1,Score1,Team2,Seed2,Score2
FDU,16,63,Purdue,1,58
Florida Atlantic,9,66,Memphis,8,65
Duke,5,74,Oral Roberts,12,51
Tennessee,4,58,Louisiana,13,55
Kentucky,6,61,Providence,11,53
Kansas State,3,77,Montana State,14,65
Michigan State,7,72,USC,10,62
Marquette,2,78,Vermont,15,61
