Team1,Seed1,Score1,Team2,Seed2,Score2
Wisconsin,1,86,Coastal Carolina,16,72
Oregon,8,79,Oklahoma State,9,73
Arkansas,5,56,Wofford,12,53
UNC,4,67,Harvard,13,65
Xavier,6,76,Ole Miss,11,57
Georgia State,14,57,Baylor,3,56
Ohio State,10,75,VCU,7,72
Arizona,2,93,Texas Southern,15,72
