Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,96,Howard,16,68
Arkansas,8,73,Illinois,9,63
Saint Mary's,5,63,VCU,12,51
UConn,4,87,Iona,13,63
TCU,6,72,Arizona State,11,70
Gonzaga,3,82,Grand Canyon,14,70
Northwestern,7,75,Boise State,10,67
UCLA,2,86,UNC Asheville,15,53
