Team1,Seed1,Score1,Team2,Seed2,Score2
Maryland,1,85,Siena,16,70
Wisconsin,8,80,St. John's (NY),9,70
Tulsa,12,71,Marquette,5,69
Kentucky,4,83,Valparaiso,13,68
Southern Illinois,11,76,Texas Tech,6,68
Georgia,3,85,Murray State,14,68
NC State,7,69,Michigan State,10,58
UConn,2,78,Hampton,15,67
