Team1,Seed1,Score1,Team2,Seed2,Score2
Michigan,1,82,Texas Southern,16,66
LSU,8,76,St. Bonaventure,9,61
Colorado,5,96,Georgetown,12,73
Florida State,4,64,UNC Greensboro,13,54
UCLA,11,73,BYU,6,62
Abilene Christian,14,53,Texas,3,52
Maryland,10,63,UConn,7,54
Alabama,2,68,Iona,15,55
