Team1,Seed1,Score1,Team2,Seed2,Score2
Syracuse,1,79,Vermont,16,56
Gonzaga,8,67,Florida State,9,60
Butler,5,77,UTEP,12,59
Murray State,13,66,Vanderbilt,4,65
Xavier,6,65,Minnesota,11,54
Pitt,3,89,Oakland,14,66
BYU,7,99,Florida,10,92
Kansas State,2,82,North Texas,15,62
