Team1,Seed1,Score1,Team2,Seed2,Score2
Arkansas,8,72,Kansas,1,71
UConn,4,70,Saint Mary's,5,55
Gonzaga,3,84,TCU,6,81
UCLA,2,68,Northwestern,7,63
