Team1,Seed1,Score1,Team2,Seed2,Score2
Michigan State,1,89,LIU,16,67
Saint Louis,9,61,Memphis,8,54
New Mexico,5,75,Long Beach State,12,68
Louisville,4,69,Davidson,13,62
Murray State,6,58,Colorado State,11,41
Marquette,3,88,BYU,14,68
Florida,7,71,Virginia,10,45
Norfolk State,15,86,Missouri,2,84
