Team1,Seed1,Score1,Team2,Seed2,Score2
Wisconsin,1,72,Oregon,8,65
UNC,4,87,Arkansas,5,78
Xavier,6,75,Georgia State,14,67
Arizona,2,73,Ohio State,10,58
