Team1,Seed1,Score1,Team2,Seed2,Score2
Ohio State,1,75,UTSA,16,46
George Mason,8,61,Villanova,9,57
West Virginia,5,84,Clemson,12,76
Kentucky,4,59,Princeton,13,57
Marquette,11,66,Xavier,6,55
Syracuse,3,77,Indiana State,14,60
Washington,7,68,Georgia,10,65
UNC,2,102,LIU,15,87
