Team1,Seed1,Score1,Team2,Seed2,Score2
Kansas,1,76,Penn,16,60
Seton Hall,8,94,NC State,9,83
Clemson,5,79,New Mexico State,12,68
Auburn,4,62,College of Charleston,13,58
Syracuse,11,57,TCU,6,52
Michigan State,3,82,Bucknell,14,78
Rhode Island,7,83,Oklahoma,10,78
Duke,2,89,Iona,15,67
