Team1,Seed1,Score1,Team2,Seed2,Score2
Duke,1,68,California,8,53
Purdue,4,63,Texas A&M,5,61
Baylor,3,76,Old Dominion,11,68
Saint Mary's,10,75,Villanova,2,68
